NOC,Description,NOC_Description,Industry,Variable,Geographic Area,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
#9526,"Mechanical assemblers and inspectors								","#9526Mechanical assemblers and inspectors								",All Industries,Supply less Demand,South East,0,-2,-2,-2,-2,-3,-2,-2,-1,-1,-1
#9527,"Machine operators and inspectors, electrical apparatus manufacturing				","#9527Machine operators and inspectors, electrical apparatus manufacturing				",All Industries,Labour Force Demand,British Columbia,123,120,119,119,119,119,120,122,122,123,123
#9527,"Machine operators and inspectors, electrical apparatus manufacturing				","#9527Machine operators and inspectors, electrical apparatus manufacturing				",All Industries,Labour Force Demand,Mainland South West,123,120,119,119,119,119,120,122,122,123,123
#9527,"Machine operators and inspectors, electrical apparatus manufacturing				","#9527Machine operators and inspectors, electrical apparatus manufacturing				",All Industries,Labour Force Demand,Vancouver Island Coast,0,0,0,0,0,0,0,0,0,0,0
#9527,"Machine operators and inspectors, electrical apparatus manufacturing				","#9527Machine operators and inspectors, electrical apparatus manufacturing				",All Industries,Labour Force Demand,North,0,0,0,0,0,0,0,0,0,0,0
#9527,"Machine operators and inspectors, electrical apparatus manufacturing				","#9527Machine operators and inspectors, electrical apparatus manufacturing				",All Industries,Labour Force Demand,South East,0,0,0,0,0,0,0,0,0,0,0
#9527,"Machine operators and inspectors, electrical apparatus manufacturing				","#9527Machine operators and inspectors, electrical apparatus manufacturing				",All Industries,Labour Force Supply,British Columbia,123,121,121,121,122,122,123,124,124,124,124
#9527,"Machine operators and inspectors, electrical apparatus manufacturing				","#9527Machine operators and inspectors, electrical apparatus manufacturing				",All Industries,Labour Force Supply,Mainland South West,123,121,121,121,122,122,123,124,124,124,124
#9527,"Machine operators and inspectors, electrical apparatus manufacturing				","#9527Machine operators and inspectors, electrical apparatus manufacturing				",All Industries,Labour Force Supply,Vancouver Island Coast,0,0,0,0,0,0,0,0,0,0,0
#9527,"Machine operators and inspectors, electrical apparatus manufacturing				","#9527Machine operators and inspectors, electrical apparatus manufacturing				",All Industries,Labour Force Supply,North,0,0,0,0,0,0,0,0,0,0,0
#9527,"Machine operators and inspectors, electrical apparatus manufacturing				","#9527Machine operators and inspectors, electrical apparatus manufacturing				",All Industries,Labour Force Supply,South East,0,0,0,0,0,0,0,0,0,0,0
#9527,"Machine operators and inspectors, electrical apparatus manufacturing				","#9527Machine operators and inspectors, electrical apparatus manufacturing				",All Industries,Supply less Demand,British Columbia,0,2,2,2,3,3,3,2,2,2,1
#9527,"Machine operators and inspectors, electrical apparatus manufacturing				","#9527Machine operators and inspectors, electrical apparatus manufacturing				",All Industries,Supply less Demand,Mainland South West,0,2,2,2,3,3,3,2,2,2,1
#9527,"Machine operators and inspectors, electrical apparatus manufacturing				","#9527Machine operators and inspectors, electrical apparatus manufacturing				",All Industries,Supply less Demand,Vancouver Island Coast,0,0,0,0,0,0,0,0,0,0,0
#9527,"Machine operators and inspectors, electrical apparatus manufacturing				","#9527Machine operators and inspectors, electrical apparatus manufacturing				",All Industries,Supply less Demand,North,0,0,0,0,0,0,0,0,0,0,0
#9527,"Machine operators and inspectors, electrical apparatus manufacturing				","#9527Machine operators and inspectors, electrical apparatus manufacturing				",All Industries,Supply less Demand,South East,0,0,0,0,0,0,0,0,0,0,0
#9531,"Boat assemblers and inspectors									","#9531Boat assemblers and inspectors									",All Industries,Labour Force Demand,British Columbia,736,804,823,831,833,837,844,850,857,863,864
#9531,"Boat assemblers and inspectors									","#9531Boat assemblers and inspectors									",All Industries,Labour Force Demand,Mainland South West,212,244,253,257,258,260,263,266,267,268,268
#9531,"Boat assemblers and inspectors									","#9531Boat assemblers and inspectors									",All Industries,Labour Force Demand,Vancouver Island Coast,274,282,282,282,282,282,283,284,286,288,287
#9531,"Boat assemblers and inspectors									","#9531Boat assemblers and inspectors									",All Industries,Labour Force Demand,North,0,0,0,0,0,0,0,0,0,0,0
#9531,"Boat assemblers and inspectors									","#9531Boat assemblers and inspectors									",All Industries,Labour Force Demand,South East,250,279,287,292,293,295,298,301,304,307,308
#9531,"Boat assemblers and inspectors									","#9531Boat assemblers and inspectors									",All Industries,Labour Force Supply,British Columbia,732,798,822,831,835,838,845,852,858,864,864
#9531,"Boat assemblers and inspectors									","#9531Boat assemblers and inspectors									",All Industries,Labour Force Supply,Mainland South West,221,243,255,261,264,267,269,271,272,272,271
#9531,"Boat assemblers and inspectors									","#9531Boat assemblers and inspectors									",All Industries,Labour Force Supply,Vancouver Island Coast,260,279,282,281,281,280,281,283,284,286,286
#9531,"Boat assemblers and inspectors									","#9531Boat assemblers and inspectors									",All Industries,Labour Force Supply,North,0,0,0,0,0,0,0,0,0,0,0
#9531,"Boat assemblers and inspectors									","#9531Boat assemblers and inspectors									",All Industries,Labour Force Supply,South East,251,276,285,289,290,291,294,298,302,306,307
#9531,"Boat assemblers and inspectors									","#9531Boat assemblers and inspectors									",All Industries,Supply less Demand,British Columbia,-4,-6,-1,1,2,1,1,1,1,0,0
#9531,"Boat assemblers and inspectors									","#9531Boat assemblers and inspectors									",All Industries,Supply less Demand,Mainland South West,10,-1,2,4,6,7,6,5,5,4,3
#9531,"Boat assemblers and inspectors									","#9531Boat assemblers and inspectors									",All Industries,Supply less Demand,Vancouver Island Coast,-14,-2,-1,0,-1,-2,-2,-2,-2,-2,-1
#9531,"Boat assemblers and inspectors									","#9531Boat assemblers and inspectors									",All Industries,Supply less Demand,North,0,0,0,0,0,0,0,0,0,0,0
#9531,"Boat assemblers and inspectors									","#9531Boat assemblers and inspectors									",All Industries,Supply less Demand,South East,0,-2,-2,-3,-3,-3,-3,-3,-2,-2,-1
#9532,"Furniture and fixture assemblers and inspectors							","#9532Furniture and fixture assemblers and inspectors							",All Industries,Labour Force Demand,British Columbia,2003,2002,1999,1995,1991,1998,2010,2020,2024,2029,2026
#9532,"Furniture and fixture assemblers and inspectors							","#9532Furniture and fixture assemblers and inspectors							",All Industries,Labour Force Demand,Mainland South West,1738,1724,1717,1709,1704,1709,1719,1727,1729,1730,1727
#9532,"Furniture and fixture assemblers and inspectors							","#9532Furniture and fixture assemblers and inspectors							",All Industries,Labour Force Demand,Vancouver Island Coast,122,124,125,125,126,126,127,127,128,129,129
#9532,"Furniture and fixture assemblers and inspectors							","#9532Furniture and fixture assemblers and inspectors							",All Industries,Labour Force Demand,North,38,39,39,40,40,41,41,42,42,43,43
#9532,"Furniture and fixture assemblers and inspectors							","#9532Furniture and fixture assemblers and inspectors							",All Industries,Labour Force Demand,South East,105,115,119,121,121,122,123,124,125,127,127
#9532,"Furniture and fixture assemblers and inspectors							","#9532Furniture and fixture assemblers and inspectors							",All Industries,Labour Force Supply,British Columbia,2006,2022,2027,2030,2034,2041,2049,2055,2054,2052,2044
#9532,"Furniture and fixture assemblers and inspectors							","#9532Furniture and fixture assemblers and inspectors							",All Industries,Labour Force Supply,Mainland South West,1738,1744,1745,1746,1749,1755,1761,1764,1760,1755,1745
#9532,"Furniture and fixture assemblers and inspectors							","#9532Furniture and fixture assemblers and inspectors							",All Industries,Labour Force Supply,Vancouver Island Coast,125,125,125,125,125,125,126,127,128,128,129
#9532,"Furniture and fixture assemblers and inspectors							","#9532Furniture and fixture assemblers and inspectors							",All Industries,Labour Force Supply,North,37,39,39,40,40,40,41,42,42,43,43
#9532,"Furniture and fixture assemblers and inspectors							","#9532Furniture and fixture assemblers and inspectors							",All Industries,Labour Force Supply,South East,106,115,118,119,120,121,121,123,125,126,127
#9532,"Furniture and fixture assemblers and inspectors							","#9532Furniture and fixture assemblers and inspectors							",All Industries,Supply less Demand,British Columbia,3,20,28,35,43,43,39,34,29,23,17
#9532,"Furniture and fixture assemblers and inspectors							","#9532Furniture and fixture assemblers and inspectors							",All Industries,Supply less Demand,Mainland South West,1,20,28,36,45,46,42,36,31,24,19
#9532,"Furniture and fixture assemblers and inspectors							","#9532Furniture and fixture assemblers and inspectors							",All Industries,Supply less Demand,Vancouver Island Coast,2,0,0,0,-1,-1,-1,-1,-1,-1,-1
#9532,"Furniture and fixture assemblers and inspectors							","#9532Furniture and fixture assemblers and inspectors							",All Industries,Supply less Demand,North,-1,0,0,0,0,0,0,0,0,0,0
#9532,"Furniture and fixture assemblers and inspectors							","#9532Furniture and fixture assemblers and inspectors							",All Industries,Supply less Demand,South East,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
#9533,"Other wood products assemblers and inspectors							","#9533Other wood products assemblers and inspectors							",All Industries,Labour Force Demand,British Columbia,2788,2836,2821,2796,2764,2736,2709,2683,2649,2616,2584
#9533,"Other wood products assemblers and inspectors							","#9533Other wood products assemblers and inspectors							",All Industries,Labour Force Demand,Mainland South West,1817,1844,1827,1806,1786,1770,1757,1744,1725,1706,1686
#9533,"Other wood products assemblers and inspectors							","#9533Other wood products assemblers and inspectors							",All Industries,Labour Force Demand,Vancouver Island Coast,241,248,242,235,229,224,218,214,210,205,202
#9533,"Other wood products assemblers and inspectors							","#9533Other wood products assemblers and inspectors							",All Industries,Labour Force Demand,North,181,173,176,179,181,180,181,182,180,177,175
#9533,"Other wood products assemblers and inspectors							","#9533Other wood products assemblers and inspectors							",All Industries,Labour Force Demand,South East,549,572,576,576,569,562,553,544,535,527,520
#9533,"Other wood products assemblers and inspectors							","#9533Other wood products assemblers and inspectors							",All Industries,Labour Force Supply,British Columbia,2773,2851,2851,2832,2808,2780,2750,2719,2682,2643,2604
#9533,"Other wood products assemblers and inspectors							","#9533Other wood products assemblers and inspectors							",All Industries,Labour Force Supply,Mainland South West,1802,1856,1857,1846,1835,1821,1804,1784,1760,1734,1707
#9533,"Other wood products assemblers and inspectors							","#9533Other wood products assemblers and inspectors							",All Industries,Labour Force Supply,Vancouver Island Coast,246,248,243,236,229,223,218,213,209,205,202
#9533,"Other wood products assemblers and inspectors							","#9533Other wood products assemblers and inspectors							",All Industries,Labour Force Supply,North,178,176,177,179,180,180,180,181,180,178,176
